index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
60,poliwag,water,No_type,water-absorb,damp,swift-swim,40,50,40,40,40,90,300,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,
61,poliwhirl,water,No_type,water-absorb,damp,swift-swim,65,65,65,50,50,90,385,False,False,generation-i,0.0,0.0,1e-05,NoUsage,NoUsage,NoUsage,0.0,1e-05,0.0,NoUsage,NoUsage,0.0,NoUsage,0.0,
62,poliwrath,water,fighting,water-absorb,damp,swift-swim,90,95,95,70,90,70,510,False,False,generation-i,0.00276,0.03525,0.00365,NoUsage,NoUsage,0.04,0.04923,0.02302,0.00026,0.01828,0.0028,0.00038,NoUsage,0.02763,0.04
63,abra,psychic,No_type,synchronize,inner-focus,magic-guard,25,20,15,105,55,90,310,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
64,kadabra,psychic,No_type,synchronize,inner-focus,magic-guard,40,35,30,120,70,105,400,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
65,alakazam,psychic,No_type,synchronize,inner-focus,magic-guard,55,50,45,135,95,120,500,False,False,generation-i,0.00749,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.15566,0.04994,0.01082,0.00839,0.02048,0.00013,NoUsage,0.04566,
65,alakazam-mega,psychic,No_type,trace,No_ability,None ,55,50,65,175,105,150,600,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.17921,0.0041,NoUsage,0.01334,0.01336,NoUsage,NoUsage,
66,machop,fighting,No_type,guts,no-guard,steadfast,70,80,50,35,35,35,305,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
67,machoke,fighting,No_type,guts,no-guard,steadfast,80,100,70,50,60,45,405,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.01043,NoUsage,NoUsage,NoUsage,0.0,0.01161,0.0,
68,machamp,fighting,No_type,guts,no-guard,steadfast,90,130,80,65,85,55,505,False,False,generation-i,0.00738,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.45249,0.81924,0.06299,0.00121,0.03037,0.0012,0.22331,0.04843,
68,machamp-gmax,fighting,No_type,guts,no-guard,steadfast,90,130,80,65,85,55,505,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
69,bellsprout,grass,poison,chlorophyll,No_ability,gluttony,50,75,35,70,30,40,300,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
70,weepinbell,grass,poison,chlorophyll,No_ability,gluttony,65,90,50,85,45,55,390,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
71,victreebel,grass,poison,chlorophyll,No_ability,gluttony,80,105,65,100,70,70,490,False,False,generation-i,NoUsage,0.02946,0.00202,NoUsage,NoUsage,NoUsage,0.01148,0.37175,0.0,NoUsage,0.00249,0.0,NoUsage,NoUsage,
72,tentacool,water,poison,clear-body,liquid-ooze,rain-dish,40,40,35,50,100,70,335,False,False,generation-i,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
73,tentacruel,water,poison,clear-body,liquid-ooze,rain-dish,80,70,65,80,120,100,515,False,False,generation-i,1e-05,NoUsage,0.00485,NoUsage,NoUsage,NoUsage,0.03751,0.08787,0.00417,0.10205,0.00908,0.00062,NoUsage,0.01466,
74,geodude,rock,ground,rock-head,sturdy,sand-veil,40,80,100,30,30,20,300,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00012,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
74,geodude-alola,rock,electric,magnet-pull,sturdy,galvanize,40,80,100,30,30,20,300,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,
75,graveler,rock,ground,rock-head,sturdy,sand-veil,55,95,115,45,45,35,390,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
75,graveler-alola,rock,electric,magnet-pull,sturdy,galvanize,55,95,115,45,45,35,390,False,False,generation-i,NoUsage,0.00017,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,NoUsage,NoUsage,
76,golem,rock,ground,rock-head,sturdy,sand-veil,80,120,130,55,65,45,495,False,False,generation-i,NoUsage,0.02096,0.00182,NoUsage,NoUsage,NoUsage,0.07397,0.04916,4e-05,NoUsage,0.00167,0.0,NoUsage,NoUsage,
76,golem-alola,rock,electric,magnet-pull,sturdy,galvanize,80,120,130,55,65,45,495,False,False,generation-i,NoUsage,0.11525,0.05107,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,0.07168,0.04187,0.00128,NoUsage,NoUsage,0.04
77,ponyta,fire,No_type,run-away,flash-fire,flame-body,50,85,55,65,65,90,410,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
77,ponyta-galar,psychic,No_type,run-away,pastel-veil,anticipation,50,85,55,65,65,90,410,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00044,0.00352,
78,rapidash,fire,No_type,run-away,flash-fire,flame-body,65,100,70,80,80,105,500,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00616,5e-05,NoUsage,0.0,0.0,NoUsage,0.00352,
78,rapidash-galar,psychic,fairy,run-away,pastel-veil,anticipation,65,100,70,80,80,105,500,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04285,0.00021,
79,slowpoke,water,psychic,oblivious,own-tempo,regenerator,90,65,65,40,40,15,315,False,False,generation-i,0.0,0.02128,0.0022,NoUsage,NoUsage,NoUsage,0.00026,0.0,0.0,0.04656,0.00315,0.0,NoUsage,0.15151,
79,slowpoke-galar,psychic,No_type,gluttony,own-tempo,regenerator,90,65,65,40,40,15,315,False,False,generation-i,0.0,2e-05,0.0,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0115,
80,slowbro,water,psychic,oblivious,own-tempo,regenerator,95,75,110,100,80,30,490,False,False,generation-i,0.02799,0.05157,0.02571,2.55,NoUsage,0.05,0.1059,0.05689,3e-05,0.30953,0.03246,0.00036,NoUsage,0.10677,0.05
80,slowbro-mega,water,psychic,shell-armor,No_ability,None ,95,75,180,130,80,30,590,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.07836,0.0,NoUsage,0.00672,0.02253,NoUsage,NoUsage,
80,slowbro-galar,poison,psychic,quick-draw,own-tempo,regenerator,95,100,95,100,70,30,490,False,False,generation-i,0.00542,0.03762,0.01184,NoUsage,NoUsage,0.05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01654,0.05
81,magnemite,electric,steel,magnet-pull,sturdy,analytic,25,35,70,95,55,45,325,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,NoUsage,5e-05,NoUsage,0.0,NoUsage,NoUsage,
82,magneton,electric,steel,magnet-pull,sturdy,analytic,50,60,95,120,70,70,465,False,False,generation-i,0.0,0.00409,0.00042,NoUsage,NoUsage,NoUsage,0.0,0.00026,0.0,0.00054,0.02045,2e-05,NoUsage,0.00099,
83,farfetchd,normal,flying,keen-eye,inner-focus,defiant,52,90,55,58,62,60,377,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
83,farfetchd-galar,fighting,No_type,steadfast,No_ability,scrappy,52,95,55,58,62,55,377,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
84,doduo,normal,flying,run-away,early-bird,tangled-feet,35,85,45,35,35,75,310,False,False,generation-i,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.00317,NoUsage,NoUsage,
85,dodrio,normal,flying,run-away,early-bird,tangled-feet,60,110,70,60,60,110,470,False,False,generation-i,NoUsage,NoUsage,0.00376,NoUsage,NoUsage,NoUsage,0.00126,0.0,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
86,seel,water,No_type,thick-fat,hydration,ice-body,65,45,55,45,70,45,325,False,False,generation-i,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
87,dewgong,water,ice,thick-fat,hydration,ice-body,90,70,80,70,95,70,475,False,False,generation-i,NoUsage,NoUsage,0.02417,NoUsage,NoUsage,NoUsage,NoUsage,0.23009,0.0,NoUsage,0.34191,0.00106,NoUsage,NoUsage,
88,grimer,poison,No_type,stench,sticky-hold,poison-touch,80,80,50,40,50,25,325,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
88,grimer-alola,poison,dark,poison-touch,gluttony,power-of-alchemy,80,80,50,40,50,25,325,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
89,muk,poison,No_type,stench,sticky-hold,poison-touch,105,105,75,65,100,50,500,False,False,generation-i,NoUsage,0.00064,0.00015,NoUsage,NoUsage,NoUsage,NoUsage,0.13926,0.00016,NoUsage,0.0,0.00076,NoUsage,NoUsage,
89,muk-alola,poison,dark,poison-touch,gluttony,power-of-alchemy,105,105,75,65,100,50,500,False,False,generation-i,NoUsage,0.25071,0.75696,NoUsage,0.06,0.05,NoUsage,NoUsage,NoUsage,29.98611,0.67171,0.02484,NoUsage,NoUsage,0.05
90,shellder,water,No_type,shell-armor,skill-link,overcoat,30,65,100,45,25,40,305,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,6e-05,0.0,
91,cloyster,water,ice,shell-armor,skill-link,overcoat,50,95,180,85,45,70,525,False,False,generation-i,0.00468,0.0565,0.00195,NoUsage,NoUsage,NoUsage,0.0299,0.05281,0.00974,1.03937,0.01934,0.01123,0.11066,0.00473,
92,gastly,ghost,poison,levitate,No_ability,None ,30,35,30,100,35,80,310,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,0.0,2e-05,0.0,
93,haunter,ghost,poison,levitate,No_ability,None ,45,50,45,115,55,95,405,False,False,generation-i,0.0,0.0,1e-05,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,0.00029,1e-05,0.0,0.00052,0.0,
94,gengar,ghost,poison,cursed-body,No_ability,None ,60,65,60,130,75,110,500,False,False,generation-i,0.04475,0.0,0.03635,NoUsage,0.06,0.25,14.30655,2.61626,2.48613,1.10023,0.35187,0.95799,0.84244,0.10036,0.25
94,gengar-mega,ghost,poison,shadow-tag,No_ability,None ,60,65,80,170,95,130,600,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,5.68249,10.05236,NoUsage,8.30886,14.85464,NoUsage,NoUsage,
94,gengar-gmax,ghost,poison,cursed-body,No_ability,None ,60,65,60,130,75,110,500,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
95,onix,rock,ground,rock-head,sturdy,weak-armor,35,45,160,30,45,70,385,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00195,0.0,NoUsage,0.00381,0.0,0.00122,0.00013,
96,drowzee,psychic,No_type,insomnia,forewarn,inner-focus,60,48,45,43,90,42,328,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
97,hypno,psychic,No_type,insomnia,forewarn,inner-focus,85,73,70,73,115,67,483,False,False,generation-i,NoUsage,0.00997,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.05556,0.0,0.0,1e-05,0.0,NoUsage,NoUsage,
98,krabby,water,No_type,hyper-cutter,shell-armor,sheer-force,30,105,90,25,25,50,325,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,3e-05,0.0,
99,kingler,water,No_type,hyper-cutter,shell-armor,sheer-force,55,130,115,50,50,75,475,False,False,generation-i,0.00258,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01148,0.0,NoUsage,2e-05,1e-05,0.02057,0.03533,
99,kingler-gmax,water,No_type,hyper-cutter,shell-armor,sheer-force,55,130,115,50,50,75,475,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
100,voltorb,electric,No_type,soundproof,static,aftermath,40,30,50,55,55,100,330,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
100,voltorb-hisui,electric,grass,soundproof,static,aftermath,40,30,50,55,55,100,330,False,False,generation-i,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
101,electrode,electric,No_type,soundproof,static,aftermath,60,50,70,80,80,150,490,False,False,generation-i,NoUsage,0.10801,0.00041,NoUsage,NoUsage,NoUsage,0.0039,0.00427,3e-05,NoUsage,0.0,0.03706,NoUsage,NoUsage,
101,electrode-hisui,electric,grass,soundproof,static,aftermath,60,50,70,80,80,150,490,False,False,generation-i,NoUsage,0.0931,0.00596,NoUsage,0.13,0.18,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.18
102,exeggcute,grass,psychic,chlorophyll,No_ability,harvest,60,40,80,60,45,40,325,False,False,generation-i,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
103,exeggutor,grass,psychic,chlorophyll,No_ability,harvest,95,95,85,125,75,55,530,False,False,generation-i,0.0059,NoUsage,0.07766,NoUsage,NoUsage,0.7,0.03409,0.23308,0.02329,NoUsage,0.06421,0.00035,NoUsage,0.01089,0.7
103,exeggutor-alola,grass,dragon,frisk,No_ability,harvest,95,105,85,125,75,45,530,False,False,generation-i,0.00577,NoUsage,0.06737,0.25,NoUsage,0.04,NoUsage,NoUsage,NoUsage,0.43607,0.02087,0.00019,NoUsage,0.08784,0.04
104,cubone,ground,No_type,rock-head,lightning-rod,battle-armor,50,50,95,40,50,35,320,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00023,NoUsage,0.00011,NoUsage,NoUsage,NoUsage,0.0,
105,marowak,ground,No_type,rock-head,lightning-rod,battle-armor,60,80,110,50,80,45,425,False,False,generation-i,0.04387,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2.16091,0.90434,0.00832,NoUsage,0.00158,8e-05,NoUsage,0.0222,
105,marowak-alola,fire,ghost,cursed-body,lightning-rod,rock-head,60,80,110,50,80,45,425,False,False,generation-i,0.25416,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,8.03551,1.05717,0.00296,NoUsage,0.92715,
105,marowak-totem,fire,ghost,cursed-body,lightning-rod,rock-head,60,80,110,50,80,45,425,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
106,hitmonlee,fighting,No_type,limber,reckless,unburden,50,120,53,35,110,87,455,False,False,generation-i,0.0,NoUsage,0.00557,0.1,NoUsage,NoUsage,NoUsage,0.01968,0.0082,NoUsage,0.03028,9e-05,0.04021,0.00309,
107,hitmonchan,fighting,No_type,keen-eye,iron-fist,inner-focus,50,105,79,35,110,76,455,False,False,generation-i,0.0,NoUsage,0.00134,NoUsage,NoUsage,NoUsage,NoUsage,0.03068,0.0,NoUsage,0.00081,1e-05,0.01119,0.02148,
108,lickitung,normal,No_type,own-tempo,oblivious,cloud-nine,90,55,75,60,75,30,385,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00031,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,
109,koffing,poison,No_type,levitate,neutralizing-gas,stench,40,65,95,60,45,35,340,False,False,generation-i,0.0,0.00152,2e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00016,0.01074,
110,weezing,poison,No_type,levitate,neutralizing-gas,stench,65,90,120,85,70,60,490,False,False,generation-i,1.28674,0.80234,0.49809,0.97,1.31,0.36,NoUsage,0.02263,0.00119,NoUsage,0.00205,1e-05,NoUsage,1.99051,0.36
110,weezing-galar,poison,fairy,levitate,neutralizing-gas,misty-surge,65,90,120,85,70,60,490,False,False,generation-i,0.04753,1.12353,0.31882,0.04,0.63,1.35,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,3.08165,0.12687,1.35
111,rhyhorn,ground,rock,lightning-rod,rock-head,reckless,80,85,95,30,30,25,345,False,False,generation-i,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
112,rhydon,ground,rock,lightning-rod,rock-head,reckless,105,130,120,45,45,40,485,False,False,generation-i,1e-05,NoUsage,0.01743,NoUsage,NoUsage,0.07,0.17496,0.29818,0.0,NoUsage,0.00329,6e-05,0.10119,0.00045,0.07
113,chansey,normal,No_type,natural-cure,serene-grace,healer,250,5,5,35,105,50,450,False,False,generation-i,0.20912,0.00722,0.00417,0.04,NoUsage,NoUsage,NoUsage,0.32132,0.09948,0.01372,0.03411,1.0774,NoUsage,0.36849,
114,tangela,grass,No_type,chlorophyll,leaf-guard,regenerator,65,55,115,100,40,60,435,False,False,generation-i,0.00165,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04364,0.0,NoUsage,0.00388,0.0,NoUsage,0.00035,
115,kangaskhan,normal,No_type,early-bird,scrappy,inner-focus,105,95,80,40,80,90,490,False,False,generation-i,0.06004,NoUsage,NoUsage,0.04,NoUsage,NoUsage,33.14908,0.43154,0.02966,0.5337,1e-05,1e-05,NoUsage,0.01217,
115,kangaskhan-mega,normal,No_type,parental-bond,No_ability,None ,105,125,100,60,100,100,590,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,46.22999,37.83033,NoUsage,4.11202,13.97731,NoUsage,NoUsage,
116,horsea,water,No_type,swift-swim,sniper,damp,30,40,70,70,25,60,295,False,False,generation-i,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
117,seadra,water,No_type,poison-point,sniper,damp,55,65,95,95,45,85,440,False,False,generation-i,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00011,
118,goldeen,water,No_type,swift-swim,water-veil,lightning-rod,45,67,60,35,50,63,320,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
119,seaking,water,No_type,swift-swim,water-veil,lightning-rod,80,92,65,65,80,68,450,False,False,generation-i,0.00183,NoUsage,NoUsage,0.06,NoUsage,NoUsage,0.00277,0.0068,0.0,0.00165,2e-05,4e-05,0.00049,0.00344,
120,staryu,water,No_type,illuminate,natural-cure,analytic,30,45,55,70,55,85,340,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
121,starmie,water,psychic,illuminate,natural-cure,analytic,60,75,85,100,85,115,520,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01131,0.1103,1e-05,0.53521,0.00477,0.02381,NoUsage,0.01165,
122,mr-mime,psychic,fairy,soundproof,filter,technician,40,45,65,100,120,90,460,False,False,generation-i,NoUsage,NoUsage,NoUsage,0.06,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
122,mr-mime-galar,ice,psychic,vital-spirit,screen-cleaner,ice-body,50,65,65,90,90,100,460,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
123,scyther,bug,flying,swarm,technician,steadfast,70,110,80,55,80,105,500,False,False,generation-i,0.00159,0.00649,0.00488,NoUsage,NoUsage,0.07,0.00114,0.01643,0.0,NoUsage,3e-05,7e-05,NoUsage,0.00226,0.07
124,jynx,ice,psychic,oblivious,forewarn,dry-skin,65,50,35,115,95,95,455,False,False,generation-i,0.08565,NoUsage,NoUsage,0.04,NoUsage,NoUsage,0.01583,0.01887,0.0,NoUsage,0.046,0.04857,NoUsage,0.18918,
125,electabuzz,electric,No_type,static,No_ability,vital-spirit,65,83,57,95,85,105,490,False,False,generation-i,0.0,NoUsage,0.11324,NoUsage,NoUsage,10.24,NoUsage,0.00111,0.0,0.0,0.0,0.0,NoUsage,0.0,10.24
126,magmar,fire,No_type,flame-body,No_ability,vital-spirit,65,95,57,100,85,93,495,False,False,generation-i,0.0,NoUsage,0.43853,NoUsage,NoUsage,10.58,NoUsage,0.00056,0.0,NoUsage,0.0,NoUsage,NoUsage,2e-05,10.58
127,pinsir,bug,No_type,hyper-cutter,mold-breaker,moxie,65,125,100,55,70,85,500,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.15765,0.00431,NoUsage,0.00167,0.00011,0.0,NoUsage,8e-05,
127,pinsir-mega,bug,flying,aerilate,No_ability,None ,65,155,120,65,90,105,600,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.31511,0.0,NoUsage,0.02189,0.00069,NoUsage,NoUsage,
128,tauros,normal,No_type,intimidate,anger-point,sheer-force,75,100,95,40,70,110,490,False,False,generation-i,0.00109,0.00101,0.00168,NoUsage,NoUsage,NoUsage,0.04205,0.41993,0.04257,0.40049,0.02221,0.00115,NoUsage,0.00193,
128,tauros-paldea-combat,fighting,No_type,intimidate,anger-point,cud-chew,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,0.0,2e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
128,tauros-paldea-blaze,fighting,fire,intimidate,anger-point,cud-chew,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,1.3573,0.02578,NoUsage,0.15,0.47,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.47
128,tauros-paldea-aqua,fighting,water,intimidate,anger-point,cud-chew,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,4.7291,0.03032,NoUsage,0.06,0.88,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.88
129,magikarp,water,No_type,swift-swim,No_ability,rattled,20,10,55,15,20,80,200,False,False,generation-i,0.0,0.0,0.0,0.08,NoUsage,NoUsage,0.0,0.0001,7e-05,NoUsage,0.0,0.0,1e-05,0.0,
130,gyarados,water,flying,intimidate,No_ability,moxie,95,125,79,60,100,81,540,False,False,generation-i,0.11423,1.22696,0.72103,0.23,0.93,0.5,12.01372,0.97288,0.86955,21.30102,0.14522,0.00019,12.13775,0.58992,0.5
130,gyarados-mega,water,dark,mold-breaker,No_ability,None ,95,155,109,70,130,81,640,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.46718,0.1211,NoUsage,0.6791,0.50196,NoUsage,NoUsage,
131,lapras,water,ice,water-absorb,shell-armor,hydration,130,85,80,85,95,60,535,False,False,generation-i,1.16696,NoUsage,0.02388,0.29,NoUsage,0.05,2.31696,0.31521,1.07593,0.0156,0.12916,0.01552,2.26944,3.74489,0.05
131,lapras-gmax,water,ice,water-absorb,shell-armor,hydration,130,85,80,85,95,60,535,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
132,ditto,normal,No_type,limber,No_ability,imposter,48,48,48,48,48,48,288,False,False,generation-i,3.09842,0.0,0.02251,1.6,NoUsage,NoUsage,0.11215,0.13815,0.06012,0.0,0.00403,3.67705,0.15614,1.46723,
133,eevee,normal,No_type,run-away,adaptability,anticipation,55,55,50,45,65,55,325,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,0.05,9e-05,0.00248,0.0,0.13251,0.03466,0.00061,0.01461,0.0,0.05
